Topic,Title,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
,How to become an instant expert on a topic through Google,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Daniel Russell - It's happened to you--you need to do a story on a topic that's completely outside of your experience. Surely there's someone more qualified? The answer is usually NO. Now what? Now you have to come up to speed on that topic ASAP. In this mini-course, you'll learn strategies and tactics to use to learn a domain as rapidly as possible. You won't be an expert, but you'll have a bunch of tips and methods to get to competence quickly. You won't learn to pass the PhD exam in quantum physics, but a little knowledge about learning and Google search strategies can get you through that story.
 | URL: http://ire.org/events-and-training/event/1574/1952/",Salon K/L,False
,Data visualization for reporting (Sponsored by Knight Foundation),2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Kate Golden, Jaeah Lee - Graphics! They can help us find interesting story ideas, or pinpoint numbers to use as evidence in our reporting. Often we think of graphics as an end product. When used for reporting, however, graphics are a powerful tool to explore trends and stories. We'll discuss what types of visualizations can help you find stories you may miss, make some visualizations right in Excel, and demo some easy, non-programmatic tools that allow you to go deeper in your data. We'll also cover both numbers and unstructured text as data. These visualizations are not for publication, but rather a sketchpad for reporters and data analysts.
 | URL: http://ire.org/events-and-training/event/1574/1955/",Franklin 7,False
,Broadcast: 60 stories in 60 minutes,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Nicole Vap, Lee Zurik - This may be the one panel where you will get stories you can take back to your newsroom and get started on the day you get back from IRE. These 60 stories from broadcast investigative reporters around the country will give you story ideas that will keep you busy until the IRE conference in 2016.
 | URL: http://ire.org/events-and-training/event/1574/1949/",Franklin 9&10,False
,Investigating the military,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Eva Parks, Mark Greenblatt, Mary Walsh - This panel is not just three reporters telling “war stories” but experienced journalists sharing their tips and secrets for uncovering and discovering military information.  Learn how you can incorporate some of the same tools and strategies the panelists used to report on a military reporting loophole on sex offenders, soldiers' complaints of mistreatment and abuse, and groundbreaking behind-the-scenes stories.  And once you've gotten in the door – then what?  From navigating military records, to convincing soldiers and military leaders to talk, practical advice you can take back to your shop. 
 | URL: http://ire.org/events-and-training/event/1574/1948/",Franklin 5&6,False
,Investigating black boxes,2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Reg Chua, Nicholas Diakopoulos, Jeremy Singer-Vine, Julia Angwin - Algorithms increasingly dominate our lives - influencing what information we find, where police are deployed, how stocks are priced, what we're charged for goods. Yet the public's understanding - and media coverage - of these new gatekeepers is still in its infancy. How should and can we be investigating these black boxes, and what are the technical, journalistic and legal challenges involved?  
 | URL: http://ire.org/events-and-training/event/1574/1947/",Franklin 3&4,False
databases,Using SQL to interrogate data (part 2),2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Meghan Hoyer - The second session in the SQLite workshop will build up your SQL muscles, adding some common tasks that journalists need every day: checking for missing data, grouping your data, getting counts and sums and doing math in SQL.
 | URL: http://ire.org/events-and-training/event/1574/2051/",Room 404,False
,Show & Tell (Saturday - #2),2015-06-06,9:40 a.m.,2015-06-06,10:40 a.m.,False,"Dan Krauth - **Moderated by Dan Krauth, NBC6 Miami
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. Friday. For more information and to sign up, go here.
 | URL: http://ire.org/events-and-training/event/1574/2071/",Franklin 8,False
,Reporting and tracking with Storify (Sponsored by Knight Foundation),2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Doug Haddix - Explore a new way of using Storify -- as a private gathering place for your social media reporting and tracking. Learn how to set up private drafts in Storify as an efficient way of searching and saving social media posts from Twitter, Facebook, Instagram, YouTube, Tumblr and other platforms. Organize by beat or sources. Turn Storify into your own personal social media reporter's notebook.
 | URL: http://ire.org/events-and-training/event/1574/1968/",Franklin 7,False
,Navigating the publishing world: From ebooks to your first novel,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Daniel Connolly, Kirsten Danis, Nancy Stancill, Jim MacMillan - **Moderated by Jim MacMillan, Temple University
There are many paths to getting your work published. This session looks at three different circumstances - turning your project into an ebook, developing your reporting into a book and making the leap to the world of fiction. 
 
 | URL: http://ire.org/events-and-training/event/1574/1966/",Salon K/L,False
,Doing investigations with students,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Sheila Coronel, Julia Harte, Brant Houston, David Armstrong, Joanna Zuckerman Bernstein, Nicholas Nehamas - **Moderated by Brant Houston, University of Illinois at Urbana-Champaign
Professors and students will talk about how to plan and carry out a successful investigation together. Expect a candid discussion about the challenges of doing investigations within a university and often within a semester.
 | URL: http://ire.org/events-and-training/event/1574/1959/",Franklin 3&4,False
,Show & Tell (Saturday - #3),2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Lauren Sweeney - **Moderated by Lauren Sweeney, KPRC-Houston
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. Friday. For more information and to sign up, go here.
 | URL: http://ire.org/events-and-training/event/1574/2073/",Franklin 8,False
,Exploring a Post-9/11 world: A conversation with Laura Poitras,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Laura Poitras, Robert Cribb - **Moderated by Robert Cribb, Toronto Star
Academy Award winning documentarian Laura Poitras will talk about her work on a trilogy of films about Post-9-11 America, from documenting the decision by Edward Snowden to leak NSA documents related to its mass surveillance program in ""Citizen Four"" to her documentaries on Guantanamo Bay and the occupation of Iraq. Poitras, who shared the 2014 Pulitzer Prize for Public Service, is a co-founder of The Intercept. 
 | URL: http://ire.org/events-and-training/event/1574/1964/",Salon G,False
,Map like a pro with ArcGIS online,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Robby Deming, Brian Peterson - We all live in a realm of data. But sometimes, spreadsheets and databases aren't the best way to tell your story. Take a hands-on tour of the redesigned ArcGIS Online to see how you can easily create intelligent maps in minutes. Learn how the new Smart Mapping feature in ArcGIS Online can help you investigate patterns in your data and easily create beautiful data visualizations, even if you've never worked with maps or GIS before. If you can use an Internet browser, you can create award-winning maps.
Prerequisites: None. This class is for anyone who wants to create online maps, whether they're a seasoned pro or a complete novice. You'll walk away with the knowledge you need to go back to your newsroom and start making maps immediately.
 | URL: http://ire.org/events-and-training/event/1574/2046/",Room 402,False
,Audio class with Reveal 3 (pre-registered attendees only),2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"This is a continuation of Audio class with Reveal 1. Please note: Seating is limited and preregistration is required.
",Room 414/415,False
,Pick & choose environmental investigations (Sponsored by Society of Environmental Journalists),2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Robert McClure, Andrea Rodgers, Naveena Sadasivam, Jeff Burnside, Joseph Davis - **Moderated by Jeff Burnside, KOMO-Seattle
This session will dive into several environmental topics that you can investigative no matter where you live. We'll dig into:
-Fish Consumption Rates: Many states estimate the average fish consumption rate for its residents as a means of setting an allowable water pollution standard. What's your state's fish consumption estimate? What does it say about how much pollution your regulators are allowing? How does it compare to your neighboring state? Why the difference?-Dam Safety: They're almost everywhere yet there's a level of secrecy imposed on the National Inventory of Dams. We'll offer databases and tips for local reporters to examine safety records and other relevant issues. http://tinyurl.com/SEJdams-Manure: It ain't what it used to be. Modern factory farms have made this a pervasive issue nationwide that gets little coverage. Very powerful interests exert influence on state and municipal officeholders when it comes to regulating (or scaling back regulation) of manure, runoff, containment, etc. Yet new lawsuits and scientific findings are now pushing back (“Your ruling will change everything” a dairy exec recently told a federal judge). Drinking water, shellfish beds, fishing, swimming beaches, and much more is affected. We'll provide contacts, sources, databases, lawsuit transcripts, etc.-Pipeline Safety: There is a pipeline safety story in almost every community, and one key to those stories is skill at using available map data. This data is imperfect, but no longer AS secret as it once was. PHMSA may have new regulations that could be unveiled in time for IRE.
 | URL: http://ire.org/events-and-training/event/1574/1957/",Franklin 1&2,False
,Management track: Balancing enterprise with everything else,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Richard Wiens, Kate Marymont, Gabriel Escobar, Kevin Merida - **Moderated by Kate Marymont, Gannett Company, Inc.
Communities need credible, relevant investigative journalism as much as ever, yet journalists are pulled many news directions.  How does a manager balance the need to effectively use social media for sourcing and promotion?   Are there better ways to quickly sift out the stories that are destined to fizzle?  There are fewer editors in newsrooms — from managing editors to copy editors.  How do we protect the vigilant editing needed for watchdog work? 
 | URL: http://ire.org/events-and-training/event/1574/1961/",Franklin 5&6,False
databases,Using SQL to interrogate data (part 3),2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Griff Palmer - This session will show how enterprising reporters can take data sets never designed to be joined together, and in the joining, come up with stories. We will also devote time to conditional grouping of data.
 | URL: http://ire.org/events-and-training/event/1574/2052/",Room 404,False
,Broadcast: Story structure,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Brendan Keefe, Matt Goldberg, Chris Vanderveen, Solly Granatstein - **Moderated by Matt Goldberg, NBC4 Los Angeles
How do you begin? What do you include? What are you missing? The art of a well told story starts at the beginning of the investigation. We'll share tips, techniques and real examples for putting together great TV.
 | URL: http://ire.org/events-and-training/event/1574/1962/",Franklin 9&10,False
,Liberating data from PDFs,2015-06-06,10:50 a.m.,2015-06-06,11:50 a.m.,False,"Grant Smith - Want to stick it to government bureaucrats that think they'll foil your investigation by turning over public data in PDFs? Show them who's boss by turning nasty PDFs into usable data. This session is good for PDF newbies.
 | URL: http://ire.org/events-and-training/event/1574/2037/",Room 401,False
,IRE Awards Luncheon featuring keynote speaker James Risen of The New York Times (Sponsored by The Philadelphia Inquirer/Daily News),2015-06-06,noon,2015-06-06,2:00 p.m.,False,"James Risen - A highlight of the IRE conference, the IRE Awards Luncheon begins at noon on Saturday in Salon A-F. We will present the 2014 IRE Awards and salute some of the best investigative work of the past year, and will hear from keynote speaker James Risen.
Admission to the luncheon is included with your conference registration.  Guest tickets can be purchased for $55. Guest tickets will be available for pick-up at the IRE Sales Table on the 4th floor of the Philadelphia Marriott Downtown beginning Wednesday, June 3 at 3 p.m.
This year's luncheon will also include a short video commemorating IRE's 40th Anniversary and the presentation of our new Founders' Award.
 | URL: http://ire.org/events-and-training/event/1574/2094/",Salon A-F,False
,From words to pictures: Text analysis and visualization (Sponsored by Knight Foundation),2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Nicholas Diakopoulos - You've got a massive pile of text: Some Ferguson tweets, a box of now OCRed documents, or maybe a corpus of press releases you scraped. How do you make sense of it? In this session I'll introduce some alternatives for using text visualization to see your texts in different ways. Then I'll talk about some of the machinery for text analysis that you'll need to get there, with pointers out to Python tools. Next year you'll be visualizing the SOTU like a pro.
 | URL: http://ire.org/events-and-training/event/1574/1985/",Franklin 7,False
,Broadcast deep dives 3,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Jeremy Finley, Jenna Susko, Gio Benitez - From undercover and interview techniques to research and records requests, watch some of the best investigative stories of the year and hear from the journalists behind the work.
 | URL: http://ire.org/events-and-training/event/1574/2072/",Franklin 8,False
,Animated video for storytelling,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Kavya Sukumar - Often complex ideas in a story don't get the attention they deserve because, let's face it, you are allowed only one lede. Short animated videos are a great way to remedy this. They can bubble up interesting content in an easily shareable form that works on most devices. In this session, learn to create and publish your own animated video from scratch. This session is good for beginners new to making videos as well as for people with some experience in video production looking to add animation to your skill set.
 | URL: http://ire.org/events-and-training/event/1574/2038/",Room 401,False
"statistics, spreadsheets",Doing stats in Excel,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"David Donald - You're comfortable doing data analysis in spreadsheets for your stories but would like to take your data journalism skills to the next level. This session introduces using statistics for stories through the comfort of Microsoft Excel. It will cover a more systematic way of thinking about your approach to your data and then applying your new understanding through descriptive statistics and regression analysis with an emphasis on storytelling. Familiarity with spreadsheets is necessary but no experience with statistics is assumed.
 | URL: http://ire.org/events-and-training/event/1574/2047/",Room 402,False
,Management track: You want to do what? Vetting story ideas,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Lois Norder, Mark Rochester, George Stanley, Robert Rosenthal - **Moderated by Robert Rosenthal, Reveal/CIR
How do editors make the decisions that lead to great stories? It's probably more art than science. It's about listening, trust, instincts, and knowing and understanding your reporter. And it's about following your gut, because sometimes you see something no one else does. Hear from 4 veteran editors on how to ask tough questions related to sources, documents and access.
 | URL: http://ire.org/events-and-training/event/1574/1971/",Franklin 1&2,False
,"Immigration: What part of ""illegal"" don't you understand? (Sponsored by Criminal Justice Journalists)",2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Cindy Carcamo, Lawrence Downes, Michael Matza, Maria Sacchetti - **Moderated by Michael Matza, The Philadelphia Inquirer
For many, anyone who enters the U.S. without permission, or overstays a visa, commits the original sin, and nothing you write or broadcast after that seems to matter. So where does illegal immigration fall on the spectrum of crimes, and how should you explain it in your stories? For legal immigration: Is the new arrival skilled or unskilled; adult or minor? Is an employer willing to sponsor him or her? Are they eligible for asylum because of persecution in their homelands? Critics tell foreigners to ""get in line"" before coming to America, but what does that line look like? 
 | URL: http://ire.org/events-and-training/event/1574/1975/",Franklin 5&6,False
,"Broadcast: Hitting the ground running - new market, new beat",2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Danielle Leigh, Wendy Saltzman, Mc Nelly Torres - Many people switch jobs, switch beats, or have to learn a new medium. This panel will give tips on how to hit the ground running with stories and ideas as soon as you start.
 | URL: http://ire.org/events-and-training/event/1574/1977/",Franklin 9&10,False
,Beyond words: Storytelling at the intersection of cool & creative,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Amy Julia Harris, Ken Armstrong, Gabriel Dance, Tori Marlan - **Moderated by Ken Armstrong, The Marshall Project
Tired of the same old same old? You know: anecdotal lead –> nut graph –> three-part series, all with lots and lots of words? Then turn your investigation into a web comic, or a work of performance art, or an awesome interactive graphic. Cool things can happen when we partner with poets, artists, musicians and web developers.
 | URL: http://ire.org/events-and-training/event/1574/1981/",Salon K/L,False
python,An introduction to Python (part 1),2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Tom Meagher - This hands-on workshop will teach basic newsroom programming concepts using the Python language. We'll cover how to deconstruct a common reporting task--gathering a table of data from a public agency's website--and assemble a solution from useful Python libraries that you can use again and again.
**Prerequisites: Attendees should be familiar with HTML and the command line and be comfortable with databases and SQL. If you've ever written a string function in Excel (""=left(A2,5)""), you'll be fine.
 | URL: http://ire.org/events-and-training/event/1574/2053/",Room 404,False
,Creating a document state of mind,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Mike McGraw, James Steele, Joe Stephens - Experienced investigative reporters share their personal lists of little-known but powerful documents that anyone can use to super-charge a project or muscle-up daily beat coverage. They also provide practical guidelines for obtaining, examining, managing and triangulating routine documents to unleash their full investigative power.
 | URL: http://ire.org/events-and-training/event/1574/1979/",Salon G,False
,Tell me a (data) story I won't forget,2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Bill Dedman, Dylan Purcell, Jennifer LaFleur, T. Christian Miller - **Moderated by Jennifer LaFleur, The Center for Investigative Reporting/Reveal
As compelling as data can be, it can't grab readers like a good story can. We'll talk about writing the data story and how to make it something folks can't put down, stop scrolling or stop listening to. What can you do as you're reporting to help tell a better story later? When you go to write your story, how can you get all your findings in without bogging readers down in numbers?
 | URL: http://ire.org/events-and-training/event/1574/1983/",Room 414/415,False
,Campus coverage: Examining the cost of a college education (Sponsored by Lumina Foundation),2015-06-06,2:30 p.m.,2015-06-06,3:30 p.m.,False,"Jonah Newman, Kim Clark, Robert Kelchen - You want to report on the soaring cost of college, but it feels like every day you hear about a new study or ranking on college cost and student debt. Where do you start and how do you know which reports to trust? This session will point you to key data sources for covering the cost of college in your city or state and the national datasets that will help you give your story context. We'll also provide you with the important data fine print, so you can avoid common pitfalls and get the story right.
 | URL: http://ire.org/events-and-training/event/1574/1973/",Franklin 3&4,False
,Avoiding prying eyes,2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Julia Angwin, Jack Gillum, Trish Wilson, Jesse Holcomb - **Moderated by Jesse Holcomb, Pew Research Center
Governments and private snoops are forcing journalists to change how we use technology to safeguard our reporting. We'll examine best security practices that reporters and editors can take to shield their sources, both in the United States and around the globe. And we'll showcase free — and easy — tools that journalists can use to help keep their work private.
 | URL: http://ire.org/events-and-training/event/1574/2030/",Franklin 1&2,False
,Reporting on diverse communities that aren't your own (Sponsored by Asian American Journalists Association),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Sheila Coronel, Michael Matza, Sabrina Vourvoulias, Sherry Yu - What are the challenges journalists face when covering diverse communities that are not their own? Barriers of language and access can hinder deeper reporting, and thorny issues around race and cultures can offend readers and harm their subjects. Panelists will not only explore why publishing more and better stories about underrepresented or marginalized groups is valuable and necessary for news organizations, but provide journalists with insights and methods for how to improve their reporting on people and places that newsrooms often fail to cover. 
 
 | URL: http://ire.org/events-and-training/event/1574/1993/",Salon K/L,False
python,An introduction to Python (part 2),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Tom Meagher - This hands-on workshop will teach basic newsroom programming concepts using the Python language. We'll cover how to deconstruct a common reporting task--gathering a table of data from a public agency's website--and assemble a solution from useful Python libraries that you can use again and again.
**Prerequisites: Attendees should be familiar with HTML and the command line and be comfortable with databases and SQL. If you've ever written a string function in Excel (""=left(A2,5)""), you'll be fine.
 | URL: http://ire.org/events-and-training/event/1574/2054/",Room 404,False
,Human rights reporting (Sponsored by Temple University School of Media and Communication),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"John Carlos Frey, Syed Nazakat, Michael Hudson - Human rights abuses don't happen just in far-off lands. This session will look at how journalists can uncover torture and other official misconduct and institutional failures that harm vulnerable populations. Stories highlighted by this panel include a multi-media investigation of World Bank-financed land grabs and environmental damage, an exposé of India's anti-terrorism rendition program and a TV probe of how slow response by the U.S. Border Patrol has contributed to the deaths of hundreds of people crossing into Texas.
 | URL: http://ire.org/events-and-training/event/1574/1988/",Franklin 5&6,False
,Humanizing numbers,2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Jennifer LaFleur, Paula Lavigne, Ron Nixon - Even though great data and information can power an investigative story, you need people to illustrate what you've found. The characters in your story will hammer the data home and show your audience why your investigation matters to them. We'll talk about how to find the strongest characters in your data and in your investigation and develop them to carry your story.
 | URL: http://ire.org/events-and-training/event/1574/1917/",Salon G,False
,Geocoding: Turning addresses into locations,2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Liz Lucas - Have you ever received data that included addresses? In this session we'll talk about when it helps to display those addresses on a map, and show you how to do it using the Census Bureau's free online geocoder. We'll also talk about other free (or cheap) geocoding services and discuss checking for accuracy and avoiding potential traps and pitfalls.
This session will be good for you if you have some basic experience working with data in spreadsheets.
 | URL: http://ire.org/events-and-training/event/1574/2039/",Room 401,False
,Show & Tell (Saturday - #4),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Dave Savini - **Moderated by Dave Savini, CBS2Chicago
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. Friday. For more information and to sign up, go here.
 | URL: http://ire.org/events-and-training/event/1574/2074/",Franklin 8,False
,Campus coverage: Investigating student rights violations - From fraternities to the administration (Sponsored by Lumina Foundation),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Walt Bogdanich, Samantha Sunne, Frank LoMonte, Duane Pohlman - **Moderated by Frank LoMonte, Student Press Law Center
Student civil rights have been a hot topic on campuses the past few years from sexual-assault victims being ignored by administrations to fraternities singing songs with racial slurs to marching bands with a “sexualized culture” asking members to march in underwear and answer to derogatory nicknames.
 | URL: http://ire.org/events-and-training/event/1574/1995/",Room 414/415,False
,Free tools to get the job done (Sponsored by Knight Foundation),2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Matt Carroll, Adam Schweigert - On a budget? Who isn't these days? But you don't have to spend a penny (or much) to own powerful and easy-to-use tools for gathering, analyzing, presenting data, or for powerful new ways of telling stories. We'll tell you about some of the most popular stuff available, from tools for handling and analyzing data to basics such as free spreadsheets, text editors, storytelling tools, and photo editing software.
 | URL: http://ire.org/events-and-training/event/1574/1997/",Franklin 7,False
,Investigating law enforcement,2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Eric Flack, Jeremy Rogalski, Stephen Stock - How do we serve as watchdogs of those charged with protecting and serving? With the national focus on police behavior and potential misbehavior -- a hot topic in just about every newsroom, this panel will share tips and hints about how to cover law enforcement from reporters who have done it for years. Where do you confront? What happens when police stonewall? How do you find out secrets that are often swept under the “official internal review” rug?
 | URL: http://ire.org/events-and-training/event/1574/1987/",Franklin 3&4,False
,Broadcast: Managing the broadcast team,2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Debra Juarez, Nicole Vap, Jennifer Cobb - Whether you work with one investigative reporter or an entire team, you know that managing this creative and passionate group of people can be challenging. This panel is for anyone looking for advice from those who have worked with a wide variety of reporters, photojournalists and producers. What they have learned the hard way—you can learn in an hour.
 | URL: http://ire.org/events-and-training/event/1574/1991/",Franklin 9&10,False
maps,Using Fusion Tables,2015-06-06,3:40 p.m.,2015-06-06,4:40 p.m.,False,"Joe Yerardi - Did you ever have your hands on a dataset that just cried out to be displayed as a map but thought you needed to be a coding wizard to make it happen? Then come to this session to learn how to make maps using Google Fusion Tables. Fusion Tables is a free service from Google that offers journalists a point-and-click interface for quickly and easily building interactive maps that can be embedded on almost any webpage, no coding knowledge required.
This session is good for those with some experience working with data in Microsoft Excel. Attendees should come to the session already signed up for a free Google account.
 | URL: http://ire.org/events-and-training/event/1574/2024/",Room 402,False
,Surviving PDFs: Tools and techniques (Sponsored by Knight Foundation),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Ryann Grochowski Jones, Tom Torok - So much data comes to us in .pdf form or, worse, on paper that we then need to scan. We'll offer tips, tricks and best practices to quickly crack open those dastardly files and get the data in a usable format. We'll look at some of classic methods of breaking down PDFs and we'll discuss commercial software as well as docHive and Tabula, tools developed by fellow journalists that can help liberate data.
 | URL: http://ire.org/events-and-training/event/1574/2006/",Franklin 7,False
,Twitter tricks and analytics,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Doug Haddix - If you know the basics of Twitter, you're ready to ratchet up your skills. This hands-on session will take you to the next level: advanced Twitter searches, mining tweets by location, creative uses of Twitter lists (public and private), and apps/services that provide robust analytics. The payoff: better sources (particularly during breaking news) and a competitive edge in your market.
Prerequisite: Please have an active Twitter account set up before the class.
 | URL: http://ire.org/events-and-training/event/1574/2055/",Room 404,False
,Data deep dives: Philip Meyer Award winners,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"David Donald, Michael Grabell, Joseph Neff, Ryan McNeill - **Moderated by Joseph Neff, The News & Observer
The winners of the Philip Meyer Award take you behind the scenes and offer insights, tips and strategies that helped them pull off their award-winning work. These projects uncovered how the medical injuries over-bills elderly patients to the tune of billions of dollars, the dangers that temporary workers face and the risks of rising ocean levels.
 | URL: http://ire.org/events-and-training/event/1574/2001/",Salon K/L,False
,Pop-up panel (TBA #4),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Is there a topic missing from the program that you'd like to see covered? Attendees you'd like to hear from? Here's your chance. Propose a topic and speakers for one of several sessions that will be held Saturday afternoon. Attendees will vote on all the proposals, and the top vote-getters will be held. For more information and to propose a panel or vote, go to https://ire.org/conferences/ire-2015/pop-up-panels/.
",Salon G,False
,Broadcast: Hidden cameras,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Joe Ellis, Kevin Nious, Josh Davis - Award winning producers from local and national broadcast news outlets discuss strategies for planning and executing undercover investigations. Learn best practices and see examples of ways to covertly use affordable consumer grade cameras and professional hidden cameras.
 | URL: http://ire.org/events-and-training/event/1574/2000/",Franklin 9&10,False
,Using data to explore violence in Latin American Communities,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Ana Arana, Ricardo Alanis Tamez, Claudia Nunez, Ricardo Sandoval-Palos - **Moderated by Ricardo Sandoval-Palos, NPR
This panel will discuss the story of the battle of the Juarez and Sinaloa drug cartels and the co-option of police forces as fighters. Panelists will talk about the process they went through to build a story and the challenges of revisiting violence for local residents and the reporters themselves. They'll tell you how data elements of the story provided a visual timeline that helped reporters fully appreciate the gravity of that period in Juarez' history and also gave a summary of the story at a glance. This panel will also cover how to mine data to cover violence and threats faced by LGBT immigrants and refugees. It's all about using data to tell human stories and get beyond the Leads-if-it- Bleeds headlining.
 | URL: http://ire.org/events-and-training/event/1574/2004/",Room 414/415,False
,Pop-up panel (TBA #1),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Is there a topic missing from the program that you'd like to see covered? Attendees you'd like to hear from? Here's your chance. Propose a topic and speakers for one of several sessions that will be held Saturday afternoon. Attendees will vote on all the proposals, and the top vote-getters will be held. For more information and to propose a panel or vote, go to https://ire.org/conferences/ire-2015/pop-up-panels/.
",Franklin 1&2,False
,Investigations with DocumentCloud,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Anthony DeBarros, Ted Han - Get a hands-on tour of DocumentCloud and how to make the most of its search, annotation, collaboration and publishing tools for your next investigation. Plus, we'll offer up great examples of DocumentCloud in action in recent investigative reports and newsroom tools. 
 | URL: http://ire.org/events-and-training/event/1574/2040/",Room 401,False
,Finding the story: Public debt,2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Cezary Podkul - Curious about covering your local and state and government borrowing but don't know how to get started? Join this hands-on session to get a technical overview of how to analyze bond offering statements: How to find them, what the numbers mean, how to identify the key terms and conditions and scale-up your reporting using public and private data sources. We will walk you through several offering statements, including some toxic bond issues from the past, and teach participants how to develop a basic framework for finding data they need to track local borrowing. Topics covered will include: navigating the EMMA database, finding and reading official statements, using CUSIP identifiers to track debt, find credit ratings, ongoing disclosures, and calculating and benchmarking borrowing costs, and capital appreciation bonds (CABs).
 | URL: http://ire.org/events-and-training/event/1574/2049/",Room 402,False
,Show & Tell (Saturday - #5),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Fred Mamoun - **Moderated by Fred Mamoun, WNBC New York City
Show & Tell sessions allow you to share your investigations with colleagues from around the country. Veteran broadcasters will moderate each session. Each slot runs for 10 minutes and includes a 5-minute break.
Reserve a slot online: Saturday sign-ups open at 9 a.m. Friday. For more information and to sign up, go here.
 | URL: http://ire.org/events-and-training/event/1574/2075/",Franklin 8,False
,Pop-up panel (TBA #2),2015-06-06,4:50 p.m.,2015-06-06,5:50 p.m.,False,"Is there a topic missing from the program that you'd like to see covered? Attendees you'd like to hear from? Here's your chance. Propose a topic and speakers for one of several sessions that will be held Saturday afternoon. Attendees will vote on all the proposals, and the top vote-getters will be held. For more information and to propose a panel or vote, go to https://ire.org/conferences/ire-2015/pop-up-panels/.
",Franklin 3&4,False
